game_id,date,white,black,white_elo,black_elo,time_control,termination,result,half_move,move,clock
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,3,c4,180
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,4,e6,179
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,5,Nc3,180
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,6,Bb4,179
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,7,Bf4,179
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,8,O-O,178
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,9,Nf3,177
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,10,d5,177
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,11,e3,176
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,12,c5,177
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,13,Qb3,169
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,14,Nc6,173
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,15,a3,165
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,16,Ba5,169
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,17,O-O-O,160
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,18,Bxc3,167
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,19,Qxc3,154
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,20,Ne4,165
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,21,Qc2,152
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,22,a6,161
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,23,dxc5,146
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,24,Nxc5,155
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,25,cxd5,145
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,26,exd5,154
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,27,Qxc5,144
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,28,Bg4,150
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,29,Rxd5,139
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,30,Qf6,137
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,31,Rd6,131
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,32,Be6,117
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,33,Bg5,118
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,34,Qg6,110
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,35,Bd3,115
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,36,Qh5,108
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,37,Be2,81
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,38,h6,104
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,39,Rxc6,51
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,40,bxc6,101
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,41,Be7,42
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,42,Qxc5+,87
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,43,Bxc5,41
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,44,Rfe8,87
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,45,Nd4,39
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,46,Bd5,86
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,47,Rg1,34
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,48,Rac8,80
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,49,Bxa6,31
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,50,Rb8,78
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,51,Bd3,29
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,52,g6,67
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,53,h4,20
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,54,h5,65
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,55,Bd6,19
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,56,Rbd8,64
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,57,Bf4,17
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,58,c5,60
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,59,Nb5,15
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,60,c4,59
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,61,Bc2,13
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,62,f6,53
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,63,Rd1,12
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,64,Bf7,49
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,65,Rxd8,8
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,66,Rxd8,48
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,67,Nc7,7
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,68,Rc8,46
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,69,Be4,3
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,70,g5,43
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,71,Bb7,1
15oZEWxZ,2025-03-01,badapp,lard2901,1914,1933,180+0,Time forfeit,0-1,72,Re8,39
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,1,e4,300
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,2,c6,300
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,3,d4,299
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,4,d5,299
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,5,exd5,298
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,6,cxd5,296
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,7,Nf3,291
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,8,Bg4,294
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,9,h3,289
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,10,Bxf3,288
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,11,Qxf3,289
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,12,Nf6,286
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,13,Nc3,286
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,14,Nc6,283
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,15,Be3,282
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,16,e5,277
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,17,dxe5,278
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,18,Nxe5,275
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,19,Qf4,267
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,20,Qd6,255
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,21,O-O-O,264
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,22,Ng6,226
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,23,Qxd6,260
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,24,Bxd6,226
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,25,Bb5+,258
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,26,Nd7,219
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,27,Bxd7+,256
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,28,Kxd7,218
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,29,Nxd5,256
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,30,Ke6,205
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,31,c4,243
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,32,Rac8,191
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,33,b3,241
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,34,Ba3+,180
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,35,Kc2,240
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,36,Ne5,172
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,37,Rhe1,230
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,38,Rhd8,158
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,39,Bf4,226
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,40,f6,150
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,41,Bh2,207
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,42,Kf7,144
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,43,Bxe5,195
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,44,fxe5,142
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,45,Rxe5,195
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,46,b5,126
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,47,Kd3,182
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,48,bxc4+,105
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,49,bxc4,182
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,50,g5,98
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,51,Rf5+,179
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,52,Ke6,97
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,53,Rxg5,175
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,54,Kd6,95
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,55,Kc3,155
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,56,Kc5,76
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,57,Ne7+,135
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,58,Kb6,70
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,59,Rxd8,123
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,60,Rxd8,67
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,61,Nd5+,122
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,62,Kc5,64
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,63,Nf6+,113
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,64,Kd6,55
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,65,Nxh7,105
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,66,Kc6,45
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,67,Rg6+,97
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,68,Kc5,42
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,69,f4,93
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,70,Bb4+,41
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,71,Kb3,91
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,72,Rd3+,36
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,73,Kc2,89
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,74,Kxc4,33
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,75,Rc6+,87
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,76,Bc5,29
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,77,Nf6,80
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,78,Rc3+,25
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,79,Kd2,78
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,80,Kd4,18
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,81,Ke2,65
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,82,Rc2+,12
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,83,Kf3,63
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,84,Rc3+,10
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,85,Kg4,61
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,86,Rb3,7
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,87,h4,52
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,88,Rb6,18
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,89,Rxb6,49
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,90,axb6,18
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,91,h5,48
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,92,Kc4,14
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,93,h6,47
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,94,Bd4,13
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,95,Kg5,44
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,96,Kc5,12
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,97,h7,44
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,98,Kd6,12
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,99,h8=Q,42
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,100,Bxf6+,11
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,101,Qxf6+,41
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,102,Kd7,10
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,103,f5,37
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,104,Ke8,9
1tGQ13GW,2025-03-01,anil1212,Vevenski,1299,1303,300+0,Normal,1-0,105,Qe6+,35
